location,year,km_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,brand,model,id
Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,901250.0,hyundai,i10,
Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,11324850.0,hyundai,tucson,
Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,9604750.0,toyota,innova,
Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,952750.0,maruti,omni,
Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,3064250.0,maruti,swift,
Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,1931250.0,hyundai,grand,
Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,1931250.0,maruti,swift,
Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,1339000.0,hyundai,verna,
Hyderabad,2006,99000,Petrol,Manual,First,19.29,1086.0,92.23,5.0,901250.0,hyundai,santro,
Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,1442000.0,hyundai,i20,
Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,31564350.0,mercedes-benz,gle,
Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,9270000.0,n,e,
Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,2240250.0,maruti,ritz,
Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,7081250.0,hyundai,creta,
Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,1030000.0,maruti,a-star,
Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,5150000.0,renault,duster,
Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,849750.0,g,r,
Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,23571550.0,bmw,x3,
Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,1673750.0,hyundai,i10,
Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6592000.0,toyota,innova,
Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,283250.0,maruti,zen,
Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,3682250.0,maruti,swift,
Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,3605000.0,mahindra,scorpio,
Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,1931250.0,tata,zest,
Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,4377500.0,ford,ecosport,
Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2240250.0,maruti,swift,
Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,1678900.0,maruti,alto,
Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2168150.0,honda,city,
Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,36235400.0,audi,q7,
Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,1519250.0,skoda,laura,
Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,2204200.0,hyundai,verna,
Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,1838550.0,honda,city,
Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,1601650.0,hyundai,i20,
Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,3069400.0,hyundai,i20,
Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,2420500.0,volkswagen,vento,
Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3553500.0,honda,city,
Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,2703750.0,tata,zest,
Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,14420000.0,bmw,5-series,
Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,695250.0,maruti,wagon-r,
Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,2497750.0,honda,jazz,
Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,3450500.0,volkswagen,jetta,
Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1596500.0,hyundai,i10,
Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,9599600.0,n,e,
Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1442000.0,hyundai,i10,
Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,10428750.0,toyota,innova,
Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,13791700.0,audi,a6,
Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,4253900.0,toyota,innova,
Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2003350.0,volkswagen,polo,
Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,1081500.0,maruti,alto,
Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,6535350.0,honda,city,
Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1328700.0,tata,indigo,
Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,10696550.0,audi,a6,
Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,10433900.0,mercedes-benz,gla,
Chennai,2006,58000,Petrol,Manual,Second,19.29,1086.0,92.23,5.0,772500.0,hyundai,santro,
Kolkata,2011,60020,Diesel,Manual,First,17.8,1248.0,74.25,5.0,1287500.0,maruti,swift,
Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,2188750.0,maruti,celerio,
Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,29355000.0,mercedes-benz,gle,
Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,22660000.0,land-rover,range,
Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,1879750.0,volkswagen,vento,
Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,1055750.0,maruti,omni,
Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,1611950.0,honda,brio,
Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,772500.0,tata,sumo,
Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1467750.0,tata,indica,
Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1364750.0,maruti,wagon-r,
Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,5459000.0,mahindra,xuv500,
Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,643750.0,tata,indigo,
Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,4248750.0,maruti,ertiga,
Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,2291750.0,honda,accord,
Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,1905500.0,maruti,swift,
Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,1442000.0,ford,fiesta,
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,927000.0,honda,city,
Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,11304250.0,audi,a6,
Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,25235000.0,bmw,6-series,
Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,32275050.0,audi,q7,
Pune,2008,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,721000.0,maruti,zen,
Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2832500.0,hyundai,i20,
Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,1519250.0,hyundai,i10,
Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,3532900.0,honda,jazz,
Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3167250.0,maruti,swift,
Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,1699500.0,hyundai,i20,
Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,1313250.0,volkswagen,polo,
Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,772500.0,maruti,alto,
Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,1287500.0,toyota,corolla,
Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,721000.0,maruti,alto,
Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,1751000.0,tata,manza,
Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1158750.0,maruti,alto,
Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,3862500.0,skoda,octavia,
Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,1442000.0,toyota,corolla,
Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,3944900.0,hyundai,i20,
Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,3682250.0,maruti,vitara,
Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1802500.0,honda,city,
Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,1802500.0,tata,indica,
Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,1776750.0,honda,amaze,
Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,1828250.0,hyundai,eon,
Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,13384850.0,bmw,3-series,
Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,2703750.0,hyundai,verna,
Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,1493500.0,tata,manza,
Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,1055750.0,skoda,octavia,
Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,1931250.0,maruti,alto,
Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,3476250.0,ford,ecosport,
Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,489250.0,chevrolet,spark,
Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,26780000.0,jaguar,xf,
Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,2013650.0,honda,cr-v,
Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,14059500.0,skoda,superb,
Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1390500.0,hyundai,i10,
Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,1802500.0,maruti,swift,
Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,3193000.0,maruti,swift,
Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,1416250.0,nissan,micra,
Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,1673750.0,maruti,swift,
Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,1673750.0,ford,fiesta,
Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,334750.0,maruti,zen,
Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,18025000.0,mini,clubman,
Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,1673750.0,toyota,etios,
Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,1493500.0,maruti,alto,
Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,1493500.0,maruti,alto,
Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,9141250.0,bmw,x5,
Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,4248750.0,nissan,teana,
Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,2971550.0,hyundai,grand,
Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,4887350.0,maruti,vitara,
Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,6669250.0,audi,q7,
Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,10300000.0,mercedes-benz,gla,
Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,515000.0,maruti,800,
Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,3656500.0,renault,duster,
Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,8497500.0,toyota,corolla,
Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,13390000.0,n,e,
Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,1648000.0,maruti,ritz,
Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,4882200.0,honda,brv,
Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,2060000.0,hyundai,xcent,
Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,13647500.0,mercedes-benz,e-class,
Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,6061550.0,mercedes-benz,b,
Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,19055000.0,mercedes-benz,e-class,
Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,4506250.0,honda,city,
Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086.0,92.23,5.0,1004250.0,hyundai,santro,
Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1931250.0,honda,city,
Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,1287500.0,hyundai,verna,
Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,17767500.0,jaguar,xe,
Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,2394750.0,honda,amaze,
Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,16480000.0,mini,cooper,
Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,32347150.0,mercedes-benz,s,
Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1673750.0,hyundai,eon,
Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,1596500.0,maruti,wagon-r,
Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,2013650.0,maruti,ritz,
Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,5665000.0,bmw,3-series,
Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,1802500.0,tata,xenon,
Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,8497500.0,audi,a3,
Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,15450000.0,land-rover,range,
Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,14420000.0,mercedes-benz,gl-class,
Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,14420000.0,mitsubishi,pajero,
Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,473800.0,maruti,alto,
Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,1416250.0,maruti,wagon-r,
Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,27722450.0,land-rover,range,
Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,2549250.0,hyundai,verna,
Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,17252500.0,bmw,5-series,
Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,14394250.0,jaguar,xf,
Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,3733750.0,skoda,superb,
Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,13240650.0,audi,q3,
Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,15280050.0,land-rover,range,
Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,9785000.0,n,e,
Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,6720750.0,mahindra,scorpio,
Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,13132500.0,bmw,3-series,
Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,4377500.0,honda,br-v,
Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,3733750.0,volvo,s80,
Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,412000.0,hyundai,accent,
Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,3553500.0,hyundai,i20,
Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,36559850.0,mercedes-benz,glc,
Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,1158750.0,hyundai,eon,
Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,2832500.0,hyundai,grand,
Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,2240250.0,honda,city,
Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,1158750.0,volkswagen,polo,
Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,12617500.0,audi,a6,
Hyderabad,2010,42021,Diesel,Manual,First,18.32,1968.0,94.67,5.0,2806750.0,volkswagen,jetta,
Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,6195450.0,hyundai,creta,
Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,4377500.0,n,e,
Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,14677500.0,mini,cooper,
Pune,2006,108000,Petrol,Manual,Second,17.0,1086.0,92.23,5.0,618000.0,hyundai,santro,
Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,2961250.0,toyota,etios,
Delhi,2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,1648000.0,honda,brio,
Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,5093350.0,maruti,baleno,
Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,3388700.0,skoda,laura,
Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,2090900.0,hyundai,eon,
Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,6885550.0,renault,captur,
Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,13297300.0,bmw,5-series,
Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,1926100.0,maruti,alto,
Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,11330000.0,volvo,v40,
Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,746750.0,maruti,wagon-r,
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1030000.0,honda,city,
Kochi,2017,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,2420500.0,maruti,eeco,
Kolkata,2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,1931250.0,chevrolet,enjoy,
Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,3965500.0,mahindra,bolero,
Coimbatore,2012,50243,Petrol,Manual,First,19.29,1086.0,92.23,5.0,1725250.0,hyundai,santro,
Hyderabad,2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,1339000.0,hyundai,eon,
Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,7091550.0,hyundai,creta,
Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,3656500.0,volkswagen,vento,
Pune,2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,1364750.0,honda,civic,
Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,1287500.0,tata,indica,
Kochi,2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,3877950.0,mahindra,xuv500,
Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4109700.0,hyundai,i20,
Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,20085000.0,audi,q5,
Chennai,2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,1158750.0,maruti,ritz,
Chennai,2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,1982750.0,mitsubishi,cedia,
Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6952500.0,toyota,innova,
Hyderabad,2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,1802500.0,maruti,celerio,
Delhi,2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,4593800.0,maruti,s-cross,
Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,10490550.0,audi,q3,
Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,18797500.0,bmw,3-series,
Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,25188650.0,audi,q7,
Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,3708000.0,hyundai,i20,
Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,3084850.0,renault,duster,
Pune,2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,2703750.0,hyundai,xcent,
Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,3347500.0,ford,ecosport,
Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2266000.0,volkswagen,polo,
Kolkata,2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,2369000.0,hyundai,grand,
Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,1519250.0,tata,manza,
Kolkata,2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1678900.0,honda,city,
Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1143300.0,hyundai,santro,
Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,5407500.0,toyota,innova,
Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,4253900.0,maruti,ciaz,
Delhi,2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,7441750.0,toyota,fortuner,
Chennai,2009,80524,Petrol,Manual,Second,15.3,1596.0,96.76,5.0,1287500.0,ford,fiesta,
Kochi,2018,26405,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,26486450.0,mercedes-benz,e-class,
Chennai,2014,45000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,11845000.0,n,e,
Kolkata,2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,2832500.0,skoda,yeti,
Delhi,2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,2317500.0,hyundai,grand,
Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,3502000.0,ford,figo,
Mumbai,2013,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,4506250.0,skoda,octavia,
Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,3605000.0,renault,duster,
Delhi,2015,24000,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,17252500.0,land-rover,range,
Chennai,2011,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,1158750.0,ford,figo,
Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,2183600.0,ford,endeavour,
Coimbatore,2017,47198,Diesel,Manual,First,12.55,2982.0,168.5,7.0,14636300.0,toyota,fortuner,
Kolkata,2012,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,1416250.0,volkswagen,polo,
Jaipur,2011,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,1545000.0,maruti,ritz,
Pune,2013,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,1828250.0,nissan,micra,
Kolkata,2013,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,2472000.0,hyundai,verna,
Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,6952500.0,bmw,5-series,
Pune,2017,129000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,28840000.0,mercedes-benz,gls,
Hyderabad,2004,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,2054850.0,honda,cr-v,
Bangalore,2016,32000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,7982500.0,hyundai,creta,
Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1194800.0,hyundai,i10,
Kochi,2016,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,9568700.0,mercedes-benz,a,
Jaipur,2014,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,2832500.0,maruti,ertiga,
Chennai,2006,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,1648000.0,skoda,octavia,
Pune,2015,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,2060000.0,honda,amaze,
Chennai,2004,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,824000.0,maruti,zen,
Kochi,2013,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2137250.0,maruti,sx4,
Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,2188750.0,honda,brio,
Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1339000.0,maruti,wagon-r,
Mumbai,2008,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,1766450.0,toyota,camry,
Kochi,2012,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1313250.0,chevrolet,beat,
Delhi,2017,25000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16480000.0,toyota,fortuner,
Mumbai,2014,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,3218750.0,ford,ecosport,
Hyderabad,2010,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,1854000.0,maruti,swift,
Pune,2010,137000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,9527500.0,mercedes-benz,s,
Mumbai,2015,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,2188750.0,honda,mobilio,
Mumbai,2017,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,2472000.0,hyundai,grand,
